IP_Address,Timestamp,Request_type,Access,Response_code,Bytes_sent,Operating_system,Browser
117.223.90.32,05/Jun/2023:14:55:48,GET,/dvwa/js/add_event_listeners.js,200,276,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:14:55:48,GET,/dvwa/images/logo.png,200,5044,Linux,Chrome/113.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:14:55:52,GET,/security.php,200,2105,Linux,Chrome/114.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:14:55:55,GET,/vulnerabilities/upload/,200,1394,Linux,Chrome/113.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:14:55:57,POST,/security.php,302,0,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:14:55:57,GET,/security.php,200,2121,Linux,Chrome/114.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:14:55:59,GET,/vulnerabilities/view_source.php?id=upload&security=low,200,1052,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:14:55:59,GET,/dvwa/css/source.css,200,166,Linux,Chrome/113.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:14:55:59,GET,/vulnerabilities/sqli/,200,1420,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:14:56:22,GET,/vulnerabilities/sqli/?id=admin%27&Submit=Submit,200,146,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:14:56:41,GET,/vulnerabilities/sqli/?id=admin%27or1%3D1&Submit=Submit,200,145,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:14:56:54,GET,/vulnerabilities/brute/,200,1429,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:14:58:23,GET,/vulnerabilities/brute/?username=admin&password=password&Login=Login,200,1470,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:14:58:23,GET,/hackable/users/admin.jpg,200,3543,Linux,Chrome/114.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:14:59:08,POST,/vulnerabilities/upload/,200,1437,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:00:22,GET,/vulnerabilities/hackable/uploads/,404,268,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:00:30,GET,/hackable/uploads/,200,521,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:00:30,GET,/icons/blank.gif,200,148,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:00:31,GET,/icons/back.gif,200,216,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:00:31,GET,/icons/unknown.gif,200,245,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:00:31,GET,/icons/image2.gif,200,309,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:00:59,GET,/vulnerabilities/view_source.php?id=upload&security=low,200,1052,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:01:03,GET,/hackable/uploads/pentestmonkey.php,200,107,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:01:32,GET,/hackable/uploads/pentestmonkey.php,499,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:04:50,GET,/hackable/uploads/pentestmonkey.php,499,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:04:51,GET,/hackable/uploads/,200,521,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:05:24,GET,/hackable/uploads/pentestmonkey.php,200,107,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:05:34,GET,/vulnerabilities/brute/,200,1429,Linux,Chrome/113.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:07:33,GET,/vulnerabilities/brute/?username=admin&password=password&Login=Login,200,1470,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:07:38,GET,/vulnerabilities/sqli/,200,1420,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:07:43,GET,/vulnerabilities/sqli/?id=1&Submit=Submit,200,1441,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:07:47,GET,/vulnerabilities/sqli/?id=3&Submit=Submit,200,1449,Linux,Chrome/114.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:08:11,GET,/vulnerabilities/upload/,200,1394,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:08:22,GET,/vulnerabilities/upload/,200,1394,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:08:36,POST,/vulnerabilities/upload/,200,1432,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:08:57,GET,/hackable/uploads/,200,543,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:08:59,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:09:18,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:09:21,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:09:22,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:09:22,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:09:23,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:09:29,GET,/vulnerabilities/brute/,200,1429,Linux,Chrome/113.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:10:07,GET,/vulnerabilities/sqli/?id=%27&Submit=Submit,200,141,Linux,Chrome/114.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:10:47,GET,/vulnerabilities/view_help.php?id=brute&security=low,200,2096,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:10:48,GET,/dvwa/css/help.css,200,186,Linux,Chrome/113.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:16:21,GET,/vulnerabilities/sqli/?id=1%27+or+%271%27+%3D+%271&Submit=Submit,200,1501,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:19:14,GET,/vulnerabilities/sqli/?id=1%27+or+%271%27+%3D+%271+UNION+SELECT+user%2C+password+FROM+user%23&Submit=Submit,200,1481,Linux,Chrome/114.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:19:16,GET,/vulnerabilities/brute/?username=&password=&Login=Login,200,1453,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:19:19,GET,/vulnerabilities/view_help.php?id=brute&security=low,200,2096,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:19:54,GET,/vulnerabilities/fi/?page=include.php,200,1306,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:19:58,GET,/vulnerabilities/exec/,200,1364,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:20:01,GET,/vulnerabilities/upload/,200,1394,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:20:03,POST,/vulnerabilities/upload/,200,1416,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:20:14,POST,/vulnerabilities/upload/,200,1432,Linux,Chrome/113.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:20:24,GET,/vulnerabilities/sqli/?id=%27UNION+SELECT+user%2Cpassword+FROM+users%23&Submit=Submit,200,1628,Linux,Chrome/114.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:20:32,GET,/hackable/uploads/,200,543,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:20:44,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:20:46,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:20:47,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:20:47,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:20:47,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:20:48,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:20:48,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:20:48,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:20:48,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:23:17,GET,/logout.php,302,0,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:23:17,GET,/login.php,200,725,Linux,Chrome/114.0.0.0 Safari/537.36
150.129.246.5,05/Jun/2023:15:23:20,GET,/login.php,200,699,Win64,Chrome/112.0.0.0 Safari/537.36
150.129.246.5,05/Jun/2023:15:23:21,GET,/dvwa/images/login_logo.png,200,9088,Win64,Chrome/112.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:23:38,POST,/login.php,302,0,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:23:38,GET,/index.php,200,2687,Linux,Chrome/114.0.0.0 Safari/537.36
150.129.246.5,05/Jun/2023:15:23:47,GET,/dvwa/css/login.css,200,406,Win64,Chrome/112.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:23:52,GET,/vulnerabilities/sqli/,200,1422,Linux,Chrome/114.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:24:25,GET,/hackable/uploads/fileupload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:25:53,GET,/vulnerabilities/view_help.php?id=sqli&security=low,200,1600,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:25:53,GET,/dvwa/css/help.css,200,186,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:26:12,GET,/vulnerabilities/view_source.php?id=sqli&security=low,200,1222,Linux,Chrome/114.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:26:17,POST,/vulnerabilities/upload/,200,1429,Linux,Chrome/113.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:26:32,GET,/security.php,200,2104,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:26:37,POST,/security.php,302,0,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:26:37,GET,/security.php,200,2124,Linux,Chrome/114.0.0.0 Safari/537.36
183.82.29.72,05/Jun/2023:15:26:44,GET,/vulnerabilities/sqli/,200,1463,Linux,Chrome/114.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:27:07,GET,/hackable/uploads/,200,553,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:27:09,GET,/hackable/uploads/upload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:27:10,GET,/hackable/uploads/upload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:27:11,GET,/hackable/uploads/upload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:27:11,GET,/hackable/uploads/upload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:27:12,GET,/hackable/uploads/upload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:27:13,GET,/hackable/uploads/upload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:27:14,GET,/hackable/uploads/upload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:27:20,GET,/hackable/uploads/upload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:27:34,GET,/vulnerabilities/csrf/,200,1400,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:27:42,GET,/vulnerabilities/exec/,200,1364,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:27:45,GET,/vulnerabilities/exec/,200,1364,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:27:50,POST,/vulnerabilities/exec/,200,1370,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:31:43,GET,/vulnerabilities/view_source.php?id=exec&security=low,200,1010,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:31:49,GET,/vulnerabilities/brute/,200,1429,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:31:51,GET,/vulnerabilities/view_source.php?id=brute&security=low,200,1367,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:31:57,GET,/vulnerabilities/view_source_all.php?id=brute,200,3430,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:35:02,GET,/vulnerabilities/brute/?username=admin&password=getlost&Login=Login,200,1453,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:37:38,GET,/vulnerabilities/upload/,200,1394,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:37:44,POST,/vulnerabilities/upload/,200,1416,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:37:51,POST,/vulnerabilities/upload/,200,1429,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:38:21,GET,/hackable/uploads/upload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:38:25,GET,/hackable/uploads/upload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:38:26,GET,/hackable/uploads/upload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:38:30,GET,/hackable/uploads/upload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
117.223.90.32,05/Jun/2023:15:38:32,GET,/hackable/uploads/upload.php,500,0,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:15,POST,/login.php,302,0,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:15,GET,/login.php,200,726,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:16,GET,/login.php,200,697,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:30,GET,/vulnerabilities/upload/,302,0,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:30,GET,/login.php,200,697,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:31,GET,/login.php,200,697,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:40,POST,/login.php,302,0,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:40,GET,/login.php,200,725,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:40,GET,/login.php,200,699,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:43,POST,/login.php,302,0,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:43,GET,/login.php,200,726,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:44,GET,/login.php,200,699,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:45,POST,/login.php,302,0,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:45,GET,/login.php,200,728,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:50:45,GET,/login.php,200,699,Win64,Chrome/114.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:59:14,GET,/vulnerabilities/upload/,200,1394,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:59:19,GET,/vulnerabilities/brute/,200,1429,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:59:22,GET,/vulnerabilities/exec/,200,1364,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:59:52,POST,/vulnerabilities/exec/,200,1370,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:15:59:59,POST,/vulnerabilities/exec/,200,1370,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:00:02,POST,/vulnerabilities/exec/,200,1370,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:00:38,POST,/vulnerabilities/exec/,200,1370,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:00:53,GET,/vulnerabilities/view_help.php?id=exec&security=low,200,1735,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:01:13,POST,/vulnerabilities/exec/,200,1370,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:01:17,GET,/vulnerabilities/view_source.php?id=exec&security=low,200,1010,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:02:39,POST,/vulnerabilities/exec/,200,1370,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:02:44,POST,/vulnerabilities/exec/,200,1370,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:03:37,POST,/vulnerabilities/exec/,200,1370,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:04:06,POST,/vulnerabilities/exec/,200,1370,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:04:14,POST,/vulnerabilities/exec/,200,1370,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:04:40,POST,/vulnerabilities/exec/,200,1554,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:05:06,POST,/vulnerabilities/exec/,200,1370,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:05:18,POST,/vulnerabilities/exec/,200,1370,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:07:30,POST,/vulnerabilities/exec/,200,1542,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:10:15,POST,/vulnerabilities/exec/,200,1542,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:13:35,POST,/vulnerabilities/exec/,200,1764,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:14:06,POST,/vulnerabilities/exec/,200,1370,Linux,Chrome/113.0.0.0 Safari/537.36
157.44.203.234,05/Jun/2023:16:14:12,GET,/vulnerabilities/view_help.php?id=exec&security=low,200,1735,Linux,Chrome/113.0.0.0 Safari/537.36
